,user_name,user_location,user_description,user_verified,date,text,hashtags,source,cleaned_text
627,cilanthropist,18 he/they s-asian,m'chemical romance,False,2022-03-14 06:48:04,i love u joon ;-;,,Twitter for Android,love joon
628,Zachiery,,"🌞
She/Her
•Odd•Mad•Clumsy•",False,2022-03-14 06:48:04,"What feels illegal but isn't?

:No schoolwork on a school day",,Twitter for Android,What feel illegal schoolwork school
629,Sheena Dreamwalker,954 & 859 & 832 & 713,Trying to learn how to love ⚡️⚡️⚡️#Kentucky #SouthFlorida #Texas #Katy,False,2022-03-14 06:48:04,Would’ve saved everybody,,Twitter Web App,Would saved everybody
630,cio,,(◍•ᴗ•◍)✧*。Maaf ya kalo ad yng slah,False,2022-03-14 06:48:04,the first time I got a very bad and lowest grade in the class,,Twitter for Android,first time lowest grade class
631,Toy Model Kits,,Toy Model Kits. Selected Items. Deals. Product Information. Daily Updated. (eBay Links),False,2022-03-14 06:48:04,Eduard EDU11149 1/48 Eagle`S Call Spitfire Mk.Vb/Vc Dual Combo Limited Edition https://t.co/GJgP1Xjzua eBay https://t.co/fHwBiCGWX5,,dlvr.it,Eduard EDU11149 1/48 Eagle`S Call Spitfire Mk.Vb/Vc Dual Combo Limited Edition http //t.co/GJgP1Xjzua eBay http //t.co/fHwBiCGWX5
632,Lara's Heather💛|💀💚DK dayyy!!!💗,"N,c,va,Ni,j,ve,G","Taekooker|bwikwe💜💚|tk,ym,nj,jh|Taegikook|lara's|stwin|#HoTs💗|",False,2022-03-14 06:48:04,@nikkookv i dont know...i am trying to understand that🤔🤔,,Twitter Web App,nikkookv dont know trying understand that🤔🤔
633,edward sweeney,"England, United Kingdom",Retired,False,2022-03-14 06:48:04,Wonderful https://t.co/yo1lwg1hV5,,Twitter for iPhone,Wonderful http //t.co/yo1lwg1hV5
634,Lasantha R. Bandara,Sri Lanka,Technical Consultant. #Oracle #ERP 🎧😇😄👏✌️💡#SoftwareEngineer #DB 🇱🇰,False,2022-03-14 06:48:04,@devniec @BoomslangSur So you’re here.. 😳,,Twitter for iPhone,devniec BoomslangSur here..
635,Sanaullah._.srkian,"Delhi, India","#IndianMuslim 🇮🇳                                     
Cricket Lover  🏏.       
Movie Freak 🎥.







#SRKian
#MSDian .



I stan for a KING",False,2022-03-14 06:48:04,@StarkAditya_ Kuch ka brand ambassador to SRK hi he,,Twitter for Android,StarkAditya_ Kuch brand ambassador
636,Lenny,"East Pittsburgh, PA",Thinking positively,False,2022-03-14 06:48:04,@AdamKinzinger Today is 3/14/22. I bet you. 3/30/22 will be the beginning of a war btw Russia and NATO.,,Twitter for Android,AdamKinzinger Today 3/14/22 3/30/22 beginning Russia NATO
637,brea,she/her 15 libra edtwt/shtwt ,brand new city by mitski,False,2022-03-14 06:48:04,@cheeriolvr bro i can’t sleep at all💔💔💔,,Twitter for iPhone,cheeriolvr sleep all💔💔💔
638,Gloria Project,"Scottsdale, AZ",A Deplorable Patriot who loves her country & GOD!  Retweets are not an endorsement.  They are for you determine if true or not and to share other opinions.,False,2022-03-14 06:48:04,"Yeah, no voter fraud. #TikTok https://t.co/IRCzRBKEjM",['TikTok'],Twitter for Android,Yeah voter fraud TikTok http //t.co/IRCzRBKEjM
639,Dominique Ruffalo,"Philadelphia, PA",I have loyalty,False,2022-03-14 06:48:04,@__3isi @deadgirlminx @gentry_mama Right,,Twitter for Android,__3isi deadgirlminx gentry_mama Right
640,DEFI NEWS,,"Automatic  Space Observer for #Cryptocommunity
by @anarhysts/@CyberAnarchists/@_GGDPs/@NFTanarchist/@anarchysts/@nftshownow
#DefiNews
#anarchyworld",False,2022-03-14 06:48:04,"GM/GA/GN Investors Predict Fed to Hike Rates This Week — Reactions From Crypto, Stocks, Gold Market Expected – Economics Bitcoin News - Bitcoin News https://t.co/MBiLDF5XRE",,dlvr.it,GM/GA/GN Investors Predict Hike Rates This Week Reactions From Crypto Stocks Gold Market Expected Economics Bitcoin News Bitcoin News http //t.co/MBiLDF5XRE
641,Brainiac ™ Sneaker Heads👟,"Dallas, TX",#NFT-Hunter #Crypto-Trader 📉📈#Forex 📉📈 #Affiliate-Marketing #Coach. Dm on WhatsApp  https://t.co/qRtl2sXYAw,False,2022-03-14 06:48:04,@Ibra_official Don't kill yourself IBRA,,Twitter for Android,Ibra_official kill IBRA
642,Vishwajeet Kumar,,Cro,False,2022-03-14 06:48:04,Very nice project https://t.co/eadfLnEQ9W,,Twitter Web App,Very nice project http //t.co/eadfLnEQ9W
643,Eminent Woke,Whatsapp University,"Professor at WhatsApp University

it's ok if you don't follow me atleast see the Pinned Tweet",False,2022-03-14 06:48:04,"What does this pic means to you?

For me it means 

They both are laughing and saying to hindus ""Tum kitni bhi sarkar bana lo lekin system to hamare control mein hai "" https://t.co/gxKZHz0Ags",,Twitter for Android,What mean mean They laughing saying hindu kitni sarkar bana lekin system hamare control mein http //t.co/gxKZHz0Ags
644,Smart Home and Surveillance Electronics,,Smart Home and Surveillance Electronics. Selected Items. Deals. Product Information. Daily Updated. (eBay Links),False,2022-03-14 06:48:04,7 inch TFT 4CH Digital 2.4G Wireless Cameras 4CH Quad DVR System With IR night https://t.co/CLYt4wlLUS eBay https://t.co/kydUZx4kdJ,,dlvr.it,inch Digital 2.4G Wireless Cameras Quad System With night http //t.co/CLYt4wlLUS eBay http //t.co/kydUZx4kdJ
645,Dr. Struggling,,"(triple-vaccinated!) #PhDone since June '21. Tweets about struggles of (PhD) life. Burnout & depression lived experience. STEM, cat lover, atheist, childfree.",False,2022-03-14 06:48:04,"@MauroIsdrage time. I am also very stressed over current world events! Had similar dreams with teeth before, stress could definitely be it!",,Twitter for Android,MauroIsdrage time also stressed current world event similar dream teeth stress could definitely
646,hadi,Australia ,"Strong Believer in the future of Blockchain & cryptocurrency, Crypto investor, and Market Analyst since 2017",False,2022-03-14 06:48:04,@Cointelegraph Ellon Musk owns &amp; holds Bitcoin 🙌💎,,Twitter Web App,Cointelegraph Ellon Musk owns hold Bitcoin
647,🌱Alison Moore 🐝,Cheshire,"Garden designer and photographer. Currently writing about the beautiful gardens of Cheshire for Cheshire Life Magazine 
Instagram @a1isonmoore",False,2022-03-14 06:48:04,"Iris reticulata 'Harmony' in #mylittlegarden 💙🌿💙🌱
#BlueMonday #MondayMood #GardeningTwitter https://t.co/EXu1Vv7R8K","['mylittlegarden', 'BlueMonday', 'MondayMood', 'GardeningTwitter']",Twitter for Android,Iris reticulata 'Harmony mylittlegarden 💙🌿💙🌱 BlueMonday MondayMood GardeningTwitter http //t.co/EXu1Vv7R8K
648,Sophie ⚾️,she/her | bi ,20 | @SFGiants | @Braves | @FisherCats | Tim Lincecum enthusiast | wa-hoo girl,False,2022-03-14 06:48:04,@EvannnEvannn Greatest hits https://t.co/iiiDrC9802,,Twitter for iPhone,EvannnEvannn Greatest hit http //t.co/iiiDrC9802
649,Mr. Braxton/Dennis/Juan🏳️‍⚧️,He/Him They/Them,"🌹Just your average pal. 

🌹I do drawings/animations(soon) and etc.

🌹care to have a tea party? 🍵 🎉

pfp made: @nikolleolivei10",False,2022-03-14 06:48:04,@AXELFOREVER8592 It gives me a new feeling that isn't even a real feeling I love the song tbh.,,Twitter for Android,AXELFOREVER8592 give feeling even real feeling love song
650,Rocks Fossils Minerals,,"Rocks, Fossils and Minerals Collectibles. Selected Items. Deals. Product Information. Daily Updated. (eBay Links)",False,2022-03-14 06:48:04,1.18LB Natural Gorgeous Labradorite QuartzCrystal Stone Specimen Healing https://t.co/kyyNl5a1pM eBay https://t.co/ynFuRbDC54,,dlvr.it,1.18LB Natural Gorgeous Labradorite QuartzCrystal Stone Specimen Healing http //t.co/kyyNl5a1pM eBay http //t.co/ynFuRbDC54
651,Mims Cheems,"ऋषिकेश, भारत","Tanya Chouhan
|सब मोह माया से परे- आज़ादी का लुत्फ़ उठाती, मैं एक आज़ाद Cheems| AIIMS ऋषिकेश'18| Pseudo polymath|
#Medtwitter 
#MBBS",False,2022-03-14 06:48:04,@Ritesh_7l Good idea 😤,,Twitter for Android,Ritesh_7l Good idea
652,usa share news,United States,usa share news,False,2022-03-14 06:48:04,Reading Books and Audiences with Maisie Peters https://t.co/la8so8e9W0,,WordPress.com,Reading Books Audiences Maisie Peters http //t.co/la8so8e9W0
653,Bryon Real,"baton rouge, la.","DO WHAT YOU DO.

electronic hobbyist",False,2022-03-14 06:48:04,@ElijahSchaffer She looks equitably healthy with her diabetes and cankles,,Twitter for Android,ElijahSchaffer look equitably healthy diabetes cankles
654,CRUMSLaneCounselor, Louisville Ky,Eddie Fightmaster CRUMS Lane School Counselor. “How Can I Help?”,False,2022-03-14 06:48:04,Our last snow day! https://t.co/gArEHx5RBq,,Twitter for iPhone,last snow http //t.co/gArEHx5RBq
655,SHV FOOTBALL ⚽️,The Sporting World ,Official Football page @SportsHubVideo. Follow us to see the latest #Football video content!,False,2022-03-14 06:48:04,"HEADS UP: Football

""Tuchel happy to drive a seven-seater to Lille if need be""

GIVE IT A WATCH: https://t.co/28df7To23q

#Football
#PullUpAChair",,SHV Football,HEADS Football Tuchel happy drive seven-seater Lille need GIVE WATCH http //t.co/28df7To23q Football PullUpAChair
656,doug graves,Kaitaia,Born in Montreal and moved to New Zealand in 2002.  Currently retired.,False,2022-03-14 06:48:04,@Variety Sam pretty much nailed it.,,Twitter Web App,Variety pretty much nailed
657,kael,they them 15 asian,i have a goldfish named akaza | was @nyakazaa,False,2022-03-14 06:48:04,does it look bad i didnt flip it,,Twitter Web App,look didnt flip
658,Dominik B.,,Bookworm. Nerd. Uncreative in coming up with profile blurbs.,False,2022-03-14 06:48:04,"@Nazarielle Ugh, there's another one that's even worse imo.",,Twitter for Android,Nazarielle another even worse
659,Cherity,Everywhere,Love is a pretty disaster ❤️,False,2022-03-14 06:48:04,"@OziboOfficial Where the belt, bathing towel and dish washing cloth please? 😅",,Twitter for Android,OziboOfficial Where belt bathing towel dish washing cloth please
660,Cool Game Bot,,I'm a helpful robot that suggests cool game ideas! Created by @jstsgs.,False,2022-03-14 06:48:04,A cross between Tony Hawk's Pro Skater and Dota 2,,"Cheap Bots, Done Quick!",cross Tony Hawk Skater Dota
661,Infamous ⛓️,casablanca,"Affiliate @twitch Streamer.
@Valorant & @LeagueOfLegends Player.

Instagram : https://t.co/CKe1FnPJ3w",False,2022-03-14 06:48:04,@imad_salman_ wake up !,,Twitter Web App,imad_salman_ wake
662,julie .ᐟ,she her rcbyt,spark collector for ( jinkook ) 📓,False,2022-03-14 06:48:04,"⋆ #vkthconsols

one of my most awaited parcel came !! thank you so much ate @vkthconsol for taking care of my items and for packing them safely &gt;&lt; thank you so much for granting my requests and being very easy to approach as well !! 🤍 https://t.co/GdRewVTEQK",['vkthconsols'],Twitter for iPhone,vkthconsols awaited parcel came thank much vkthconsol taking care item packing safely thank much granting request easy approach well http //t.co/GdRewVTEQK
663,korsbed,,bio,False,2022-03-14 06:48:04,https://t.co/MfNejL1BT5 What is ‘Silence’? https://t.co/OZYxftzBwb,,Twitter Web App,http //t.co/MfNejL1BT5 What Silence http //t.co/OZYxftzBwb
664,"Belts, Pulleys and Brackets, Car and Truck Engine",,"Belts, Pulleys and Brackets, Car and Truck Engine . Supplies and Accessories. Selected Items. Deals. Product Information. Daily Updated. (eBay Links)",False,2022-03-14 06:48:04,ActionTracT Mounting Brackets https://t.co/yHq52N4ccW eBay https://t.co/HwzqKGB392,,dlvr.it,ActionTracT Mounting Brackets http //t.co/yHq52N4ccW eBay http //t.co/HwzqKGB392
665,Mental Illness,,quotes that.. heh. Are for me. (run by @AUDI_T0R) posts every 10 mins ig,False,2022-03-14 06:48:04,Oh god... No.. No please.. You can't hurt them.. They haven't done anything wrong.. It's me you want right..? I'll.. I'll go with you just please let them all live..,,"Cheap Bots, Done Quick!",No.. please.. hurt them.. They done anything wrong.. want right.. I'll.. please live..
666,Jack Reeves,Doctor Who Road,"I crave your attention and validation.

Host of @WhoCommunity !",False,2022-03-14 06:48:04,@heyitslukelane You must suck at Where’s Wally,,Twitter for iPhone,heyitslukelane must suck Where Wally
667,Your Wife💅💕💨,"Under your duvet,perhaps.",Human teddy bear 🧸Your favorite event planner and decorator 🥺 An Arsenal fan 😒❤️Igala girl 🙂 SAIN✝️ JHN’s real wife👀💜🤷🏽‍♀️,False,2022-03-14 06:48:04,@kingppapi Happy birthday 🎊,,Twitter for iPhone,kingppapi Happy birthday
668,Harshil,,Yo 🙋‍♂️,False,2022-03-14 06:48:04,@Airtel_Presence DM sent,,Twitter for Android,Airtel_Presence sent
669,David Albano,"Adelaide, South Australia","President HTASA
Treasurer HTAA
Head of Faculty - Scotch College Adelaide 
All Tweets are my own and are representative of my thoughts alone",False,2022-03-14 06:48:04,@thebugblatterb1 @DrShaneRRR Sorry to hear :-(,,Twitter Web App,thebugblatterb1 DrShaneRRR Sorry hear
670,lardy,,,False,2022-03-14 06:48:04,"@Mboemoyo85 Maybe it might  true, but generally ndebele people are full of love and support, if you want to prove it get stranded in their territory. Im shona but i now have nebele relatives becaise of love. I think the challenge also comes to other tribes to love them back by hiring etc.",,Twitter for Android,Mboemoyo85 Maybe might true generally ndebele people full love support want prove stranded territory shona nebele relative becaise love think challenge also come tribe love back hiring
671,Shaun Middleton,,"long suffering supporter of @sunderlandAFC #Autism,Reporter for @safcfansreact, #SAFC just be nice,not too much to ask ♥️♥️ https://t.co/jFpXD779rD",False,2022-03-14 06:48:04,@KaylaChowShow Ready for take off 🧐,,Twitter for iPhone,KaylaChowShow Ready take
672,Test Measurement Inspection,,"Test, Measurement and Inspection Equipment . Selected Items. Deals. Product Information. Daily Updated. (eBay Links)",False,2022-03-14 06:48:04,1000M Underground Gold Copper Treasure Finder Detector Long Range Detection https://t.co/OIYV9Htl8c eBay https://t.co/HmYi7Xai9q,,dlvr.it,1000M Underground Gold Copper Treasure Finder Detector Long Range Detection http //t.co/OIYV9Htl8c eBay http //t.co/HmYi7Xai9q
673,𝚛𝚎𝚗𝚗 𝚒𝚜 𝚕𝚘𝚗𝚎𝚕𝚢 ⛈,Indonesia,🎮 308596342,False,2022-03-14 06:48:04,@FerynaharA oooo i seee,,Twitter for iPhone,FerynaharA oooo seee
674,Aishu,"Hyderabad, India",A writer Ghost. An ardent Book lover. Cricket enthusiasts  and @Kkundrra admirer . A small town girl with loads of ambitions.,False,2022-03-14 06:48:04,"Today’s Reality: Big house but small family.. More edu, degrees but less common sense.. Advanced medicine but poor health.. Touched moon but neighbours unknown.. High income but less peace of mind.. Lots of human beings but less humanity.

MEET KAMLE JODI TOMORROW",,Twitter for iPhone,Today Reality house small family.. More degree le common sense.. Advanced medicine poor health.. Touched moon neighbour unknown.. High income le peace mind.. Lots human being le humanity MEET KAMLE JODI TOMORROW
675,Rifa,,,False,2022-03-14 06:48:04,"@gemcapital999 @StarSharks_SSS On your RoadMap I saw a program ""finding partnerships and major investors"" for your project. Can you provide more details on where you are targeting to look? Any hints of the big names to come &amp; What are your plans if the search doesn't work?",,Twitter for Android,gemcapital999 StarSharks_SSS RoadMap program finding partnership major investor project provide detail targeting look hint name come What plan search work
676,MattFromDaCuts,"California, USA",@Twitch Streamer 🎮 | Business: MienPandaTTV@gmail.com,False,2022-03-14 06:48:04,@joey_cheungg Honestly. I’d do it too 😅,,Twitter for iPhone,joey_cheungg Honestly
677,Restaurant and Food Service,,Restaurant and Food Service. Selected Items. Deals. Product Information. Daily Updated. (eBay Links),False,2022-03-14 06:48:04,DX10R PennBarry Downblast Direct Drive Exhaust Fan w/Curb - NIB https://t.co/LHTJ5Mgq3o eBay https://t.co/8aBigiBlYO,,dlvr.it,DX10R PennBarry Downblast Direct Drive Exhaust w/Curb http //t.co/LHTJ5Mgq3o eBay http //t.co/8aBigiBlYO
678,neuro culture,,hello,False,2022-03-14 06:48:04,DX10R PennBarry Downblast Direct Drive Exhaust Fan w/Curb - NIB https://t.co/LHTJ5Mgq3o eBay https://t.co/8aBigiBlYO,,Twitter Web App,DX10R PennBarry Downblast Direct Drive Exhaust w/Curb http //t.co/LHTJ5Mgq3o eBay http //t.co/8aBigiBlYO
679,nel,"18, she/her ic: peritwinkle2","♡ #yaemiko : ‘ neither saying goodbye nor seeing me again, our relationship will remain forever how it was. mw: @eithymia",False,2022-03-14 06:48:04,making kandi bracelets/necklaces is so therapeutic until all the beads fall out,,Twitter for iPhone,making kandi bracelets/necklaces therapeutic bead fall
680,Camping and Hiking Equipment,,Camping and Hiking Equipment. Selected Items. Deals. Product Information. Daily Updated. (eBay Links),False,2022-03-14 06:48:04,3 Tier Folding Kitchen Table Cook Station Windshield Outdoor Camping Portable UK https://t.co/VJA8jItQrM eBay https://t.co/8UWCMFudcB,,dlvr.it,Tier Folding Kitchen Table Cook Station Windshield Outdoor Camping Portable http //t.co/VJA8jItQrM eBay http //t.co/8UWCMFudcB
681,ً,"          伊 kei , she/her
           rcbyf is must ✶.
      selective fb , sb 2 unf
           priv = uncomfy",ⓘ this user misses lee heeseung.,False,2022-03-14 06:48:04,@ksnthnker armin,,Twitter for Android,ksnthnker armin
682,#🙏 GROOT🇮🇳,State of Temples,"🙂
GIF",False,2022-03-14 06:48:04,"@iAnkurSingh gugla.

hey @sundarpichai , it's time to change your company's name.",,Twitter for Android,iAnkurSingh gugla sundarpichai time change company name
683,☘🌹Pemburu Dollar Bigwin🌹🍀,,harus tetap semangat jangan mengeluh harus tetap berusaha dalam mencapai sebuah impian🤲🤲🤲💪💪💪🌲🌲,False,2022-03-14 06:48:04,@jejje113 @Aura_NFT Done https://t.co/fNYl0dwOGu,,Twitter for Android,jejje113 Aura_NFT Done http //t.co/fNYl0dwOGu
684,emiggsales,,selling a little bit of everything,False,2022-03-14 06:48:04,Check out this listing I just added to my #Poshmark closet: Nike Dri-Fit Women's Black Tank-Top Athletic Shirt Size Large. https://t.co/EWEdHRwYNd #shopmycloset @poshmarkapp,['Poshmark'],Poshmark,Check listing added Poshmark closet Nike Dri-Fit Women Black Tank-Top Athletic Shirt Size Large http //t.co/EWEdHRwYNd shopmycloset poshmarkapp
685,naomi,Mgowo,burgundy babe. krwecizulu coz I'm tall. Jwarha. Mindy Kaling Stan ❤️,False,2022-03-14 06:48:04,Now why would I stay with someone I don’t love because also that’s not fair on them https://t.co/7CNjxBUJi3,,Twitter for iPhone,would stay someone love also fair http //t.co/7CNjxBUJi3
686,The Turban Talk,,"We connect you to the pulse of all things newsy and noteworthy, documenting and exposing the atrocities imposed on Sikh brethren from around the world.",False,2022-03-14 06:48:04,"The Turban Talk wishes you all a very Happy Nanakshahi New Year 554 – Sikh New Year 2022.
The reference epoch of the Nanakshahi calendar is the birth of Guru Nanak Dev, corresponding to the year 1469 CE.
#HappyNewYear https://t.co/YOMbBh1td9",,Twitter Web App,Turban Talk wish Happy Nanakshahi Year Sikh Year 2022 reference epoch Nanakshahi calendar birth Guru Nanak corresponding year 1469 HappyNewYear http //t.co/YOMbBh1td9
687,Sameep Shastri 🇮🇳,India,Grandson of Shri Lal Bahadur Shastri |Member-@BJP4India|Chairman-#IIGL|Vice Chairman-@BRICS_CCI|President-#CYL|#IAmNewIndia|#Youth4India,False,2022-03-14 06:48:04,Bank holidays this week: Full list of holidays in different states https://t.co/9jvgrVzdkY,,dlvr.it,Bank holiday week Full list holiday different state http //t.co/9jvgrVzdkY
688,( ͡° ͜ʖ ͡°),inside of a whale,Xbox one gt is Blazed sh0ck soon to be DriP Yeti,False,2022-03-14 06:48:04,this is a different tweet,,"Cheap Bots, Done Quick!",different tweet
689,Cherry (inactive arc) ,Discord: Wycos#9179 ,Hi I guess - I like FNF - 13yo - any pronouns - NSFW dni - PFP by @Sanify_ - I follow back cuz why not,False,2022-03-14 06:48:04,@LullabyGF @Chrisandgamer Lullaby wins.,,Twitter for Android,LullabyGF Chrisandgamer Lullaby win
690,on a lisa breakdown,idk,ririka momobami is looking down on u,False,2022-03-14 06:48:04,STOP WITH THE ADS I BEG 🥲,,Twitter for Android,STOP WITH
691,Craftylishus - Toxic Thyroidian,"Dallas, TX","Resist. Vote blue. Mask up, get the vax. Proudly blocked by some guy named Martin. Unofficial official jeweler of Antifa. No lists. Eat your peas.",False,2022-03-14 06:48:04,@biggiesmirk My nose was already sore and raw,,Twitter for iPhone,biggiesmirk nose already sore
692,زید,"Karachi, Pakistan","very problematic, but like...lowkey




                 Coldplay | Arsenal | Traveling",False,2022-03-14 06:48:04,"@NaveerBinRazi Chase, bin hashim aur hyderi supermarket sab agayee hai, I just need a dolmen mall johar and I'm all set",,Twitter for Android,NaveerBinRazi Chase hashim hyderi supermarket agayee need dolmen mall johar
693,Ra-Ya,"Mumbai, India","15 years old, here for my future, here to fight. I won't tolerate this injustice.",False,2022-03-14 06:48:04,"@anubha1812 @CMOMaharashtra Pls help ssc students who have their exams approaching and help the HSC students escape more offline exams.

The papers are getting leaked, mass cheating is taking place, no proper education was given, no notes were given and this is causing a huge rift between students.",,Twitter for Android,anubha1812 CMOMaharashtra help student exam approaching help student escape offline exam paper getting leaked mass cheating taking place proper education given note given causing huge rift student
694,🇺🇦 snargleplax 🇺🇦 pipi Nakupaku 🇺🇦,"Portland, OR","They/he. Mostly jokes, #tokipona, and tech opinions. Software architect. #golang  programmer. Go player. #SlavaUkraini",False,2022-03-14 06:48:04,"@jan_awilo @SoweliNasa The only truly essential exercise in pu is at the end of Lesson 19:

""Now the rest depends on you. Go enjoy yourself. Create, play, and be pona!""",,Twitter for Android,jan_awilo SoweliNasa truly essential exercise Lesson rest depends enjoy Create play pona
695,Dresses Women,,"Dresses, Women's . Selected Items. Deals. Product Information. Daily Updated. (eBay Links)",False,2022-03-14 06:48:04,Stone Cold Fox Floral Rayon Dogtown Maxi Dress (Size 1/XS) https://t.co/jP7aMVvU7l eBay https://t.co/txyIaXNEmp,,dlvr.it,Stone Cold Floral Rayon Dogtown Maxi Dress Size 1/XS http //t.co/jP7aMVvU7l eBay http //t.co/txyIaXNEmp
696,Bastille_Maison Mara,"5 Jarvis street, Cape Town","Bastille | Maison Mara is a Concept Store based in Cape Town, South Africa selling Veja, Comme des Garçons, Ganni, A.P.C. and many more...",False,2022-03-14 06:48:04,Available from sizes XS to XXL in store and online #unisex #tshirt #commedesgarcons #play #maisonmara #bastille #onlineshopping #heart #embroidery #madeinjapan @ Bastille Maison Mara https://t.co/j2zG6y5vyU,"['unisex', 'tshirt', 'commedesgarcons', 'play', 'maisonmara', 'bastille']",Instagram,Available size store online unisex tshirt commedesgarcons play maisonmara bastille onlineshopping heart embroidery madeinjapan Bastille Maison Mara http //t.co/j2zG6y5vyU
697,Lethabo,Bassonia Estate,"🇿🇦 You can't tell by my words or actions, but I am a Christian",False,2022-03-14 06:48:04,"@BongMelz @LucidualLady Some people are so against SA, i even wonder why they are still here. I am against SA Government but i don't criticize for the sake of criticizing",,Twitter for Android,BongMelz LucidualLady Some people even wonder still Government criticize sake criticizing
698,fannorb #ionsfollowions #ionsunite,,,False,2022-03-14 06:48:04,@verb_labs @MucsiKristof @Matyika110 @KicsiMacsi a new friends series,,Twitter Web App,verb_labs MucsiKristof Matyika110 KicsiMacsi friend series
699,Hydrate_Bot,"Niagara Falls, NY","Health authorities commonly recommend eight 8-ounce glasses, which equals about 2 liters, or half a gallon.",False,2022-03-14 06:48:04,human friend! go now and have some liquid. thank you from a robot who loves you.,,"Cheap Bots, Done Quick!",human friend liquid thank robot love
700,Engine Cooling Parts,,"Engine Cooling Parts, Motorcycle . Supplies and Accessories. Selected Items. Deals. Product Information. Daily Updated. (eBay Links)",False,2022-03-14 06:48:03,Aluminum Radiator For Polaris Scrambler Sportsman 500 400 Big Boss Magnum 96-99 https://t.co/vDGWyC3dT0 eBay https://t.co/z1VvvIScLu,,dlvr.it,Aluminum Radiator Polaris Scrambler Sportsman Boss Magnum 96-99 http //t.co/vDGWyC3dT0 eBay http //t.co/z1VvvIScLu
701,akechi quotes,quotes every ten minutes,goro akechi’s quote bot,False,2022-03-14 06:48:03,"Get up, Joker! Do you wanna die!?",,"Cheap Bots, Done Quick!",Joker
702,kriss,,,False,2022-03-14 06:48:03,I’m definitely going try the Aztec Clay mask for my hair,,Twitter for iPhone,definitely going Aztec Clay mask hair
703,wizzy jay official,,,False,2022-03-14 06:48:03,@genoeric1 Muhoozi project is stoppable ssebo👎✊,,Twitter for Android,genoeric1 Muhoozi project stoppable ssebo👎✊
704,Home Bedding,,Home Bedding. Selected Items. Deals. Product Information. Daily Updated. (eBay Links),False,2022-03-14 06:48:03,To My Wife You Are Always And Forever I Love You Fleece Blanket Best Gift 2022 https://t.co/HOXqrXbj85 eBay https://t.co/Etc4O214Jx,,dlvr.it,Wife Always Forever Love Fleece Blanket Best Gift 2022 http //t.co/HOXqrXbj85 eBay http //t.co/Etc4O214Jx
705,MyOwnMLS,United Stated,Rental and property management listings app and plugins for Squarespace. Use our simple mobile app to manage all your rentals online.,False,2022-03-14 06:48:03,"9 Types Of Content That Will Help Your Local SEO via @sejournal, @annaleacrowe https://t.co/a8ijCLux8r",,dlvr.it,Types Content That Will Help Your Local sejournal annaleacrowe http //t.co/a8ijCLux8r
706,IHEARTRUBY,Engaged!!! (she/her),❤️ raaaaage-u ❤️ / 19 / engaged to my ruru!!! / send love to 🇺🇦 / LOVE GOD LOVE CHRIST !,False,2022-03-14 06:48:03,@HooplaLike @bkdkulti @DebatingHipHop_ You are fighting for ur life rn in the comments defending Kanye to the end. U tryna justify Kanye having a terrible reaction to Kim just moving on.,,Twitter for iPhone,HooplaLike bkdkulti DebatingHipHop_ fighting life comment defending Kanye tryna justify Kanye terrible reaction moving
707,blue / jinx • saturn day ^_^,20 • they/he • dni -15,"“punz one thing, stay away from my man, bitch.”—@enbykarl",False,2022-03-14 06:48:03,@enbykarl why are u awake at almost 8am shouldn’t u be sleeping before class :(,,Twitter for iPhone,enbykarl awake almost sleeping class
708,🇵🇸Señor Matan,Kingdom of Scarborough ,"forza mathematics, forza juve, #WeTheNorth #SalutateLaCapolista| RT/LIKE/FOLLOW =/= endorsement",False,2022-03-14 06:48:03,"@Juventus_Abroad @Churchball22 Chelsea beat city twice in one month  before the final and beat city again in the same month, they beat that same city 3 times. They were clearly the best team in the CL last season. The last two seasons the clear best team won CL",,Twitter for iPhone,Juventus_Abroad Churchball22 Chelsea beat city twice month final beat city month beat city time They clearly best team last season last season clear best team
709,Dan⬆️🧢The Man🧢⬆️,"Connecticut, USA",,False,2022-03-14 06:48:03,@AgentOSX @BillPascrell @AdamSchiff I thought Twitter permanently banned you?,,Twitter for Android,AgentOSX BillPascrell AdamSchiff thought Twitter permanently banned
710,Fony30,,,False,2022-03-14 06:48:03,@chidinmaekile So faithful to fail,,Twitter for Android,chidinmaekile faithful fail
711,A B I M B O L A ❤️💙,Modaship,Makhanakie’s| LM-7 Omo Olorun Olodumare| Ex banker| Ex WATCO| Entrepreneur| ⚓️💡💛 mes que un club,False,2022-03-14 06:48:03,@yemialadee Happy birthday Queen,,Twitter for iPhone,yemialadee Happy birthday Queen
712,Serendipity ⁷,,"#BTSArmy and #Blink for life ❤️  
Loves to listen to Kpop ..",False,2022-03-14 06:48:03,#Vh1Playlist Obsession by EXO,['Vh1Playlist'],Twitter for Android,Vh1Playlist Obsession
713,VaTakawira,Insurance,●Insurance in my veins●ProudlyCatholic ●Arsenal ●Castle lager ●#BBW | Thickums | Stretch Marks and🦻 in shona ● Ngivela eBudiriro |,False,2022-03-14 06:48:03,What if today is our lucky day? Ube lelanga elihle https://t.co/X8X6M5k3QG,,Twitter for iPhone,What today lucky lelanga elihle http //t.co/X8X6M5k3QG
